latitude,longitude,altitude,timestamp,heart_rate,cadence,elevation
55.91125275939703,11.666448572650552,4.800000000000011,2022-10-08 14:05:44+02:00,147,0,20.0
55.91131671331823,11.66638352908194,3.1999999999999886,2022-10-08 14:05:57+02:00,144,61,21.0
55.91136775910854,11.666302727535367,4.199999999999989,2022-10-08 14:06:04+02:00,141,49,21.0
55.91138117015362,11.666294764727354,4.199999999999989,2022-10-08 14:06:05+02:00,141,49,21.0
55.91146591119468,11.666238438338041,6.0,2022-10-08 14:06:14+02:00,139,0,21.0
55.91148141771555,11.666231900453568,6.399999999999977,2022-10-08 14:06:16+02:00,138,0,21.0
55.91149960644543,11.666195522993803,8.399999999999977,2022-10-08 14:06:20+02:00,137,61,21.0
55.91153648681939,11.666145650669932,5.600000000000023,2022-10-08 14:06:28+02:00,138,45,22.0
55.91156858950853,11.666149506345391,5.800000000000011,2022-10-08 14:06:31+02:00,139,48,22.0
55.9117482136935,11.66611815802753,5.399999999999977,2022-10-08 14:06:44+02:00,139,69,22.0
55.91177813708782,11.666096784174442,3.3999999999999773,2022-10-08 14:06:48+02:00,142,48,22.0
55.911792889237404,11.666064597666264,5.399999999999977,2022-10-08 14:06:49+02:00,141,48,22.0
55.91182398609817,11.666008522734046,4.600000000000023,2022-10-08 14:06:54+02:00,140,48,22.0
55.9118861798197,11.665955716744065,1.1999999999999886,2022-10-08 14:06:59+02:00,140,47,22.0
55.911927251145244,11.665882710367441,1.0,2022-10-08 14:07:02+02:00,142,47,22.0
55.91197653673589,11.66571800597012,5.0,2022-10-08 14:07:10+02:00,144,74,23.0
55.912033282220364,11.665521869435906,5.800000000000011,2022-10-08 14:07:16+02:00,147,75,23.0
55.912082232534885,11.665425896644592,6.199999999999989,2022-10-08 14:07:21+02:00,150,0,23.0
55.91212154366076,11.665387256070971,4.600000000000023,2022-10-08 14:07:26+02:00,153,0,22.0
55.91213956475258,11.665361355990171,1.6000000000000227,2022-10-08 14:07:29+02:00,156,0,22.0
55.91215088032186,11.665341826155782,0.0,2022-10-08 14:07:31+02:00,152,0,22.0
55.912169152870774,11.665256079286337,-0.6000000000000227,2022-10-08 14:07:38+02:00,149,61,22.0
55.91217175126076,11.665172846987844,2.8000000000000114,2022-10-08 14:07:42+02:00,149,60,23.0
